"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of cell shape","GO:0008360","2.8127484344041317e-9","8.550869108373607","159","3927","72","17847","CDC42EP3,RHOC,PARVA,PLXNA3,EPS8,RHOBTB1,PLXNB2,RHOB,RHOJ,CDC42EP1,RHOBTB3,S100B,PALM,PLXNA4,PTN,ATP10A,SYNE3,PLXNA2,CCL2,ANXA1,PALMD,MYH9,EPB41L3,HEXB,MSN,ITGB2,CSF1R,ARHGDIA,RHOQ,FERMT2,FN1,PLXNB3,PTK2B,ICAM1,DLC1,PLEKHO1,RHOBTB2,CDC42EP4,BVES,GAS2,DAPK3,PLXND1,PLXNA1,MYL12A,SH3KBP1,PLXNC1,TAOK2,FYN,RND3,CDC42SE1,ARHGAP18,VEGFA,CDC42,ZMPSTE24,ANXA7,DLG1,BAIAP2,RHOG,S100A13,SEPT7,RHOU,TPM1,RDX,AKAP2,CRK,RHOA,C15ORF62,LPAR1,PDPN,ITGA7,FMNL2,DMTN"
"GO:BP","adherens junction assembly","GO:0034333","2.9670876210966927e-9","8.527669628338733","92","3927","49","17847","MMP14,ZNF703,LIMCH1,ITGB1BP1,EPHA3,PTEN,DUSP3,ARHGAP6,LIMS1,THBS1,CORO2B,ACTN1,LRP1,SMAD3,BCL2,PEAK1,NRP1,PHLDB2,JAM3,FERMT2,FMN1,APOD,PTK2B,FAM107A,DLC1,PIP5K1C,CORO1C,DAPK3,GREM1,WHAMM,ITGA2,TAOK2,VEGFA,CTTN,GPM6B,AJUBA,S100A10,COL16A1,PPM1F,ROCK2,MAP4K4,ABL1,SRC,RHOA,PDPK1,SLC9A1,DMTN,CLASP1,SLK"
"GO:BP","positive regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043123","2.987656659711025e-9","8.524669312934439","184","3927","80","17847","NDFIP1,RHOC,ECM1,WLS,TNFRSF1A,RELA,IFIT5,TMEM9B,CFLAR,PRKCE,NEK6,ALPK1,TERF2IP,TRADD,SLC35B2,CX3CL1,S100B,TLR3,CARD16,TRIM8,LGALS1,EDA2R,MALT1,CANT1,AKT1,MTDH,TGM2,BIRC2,C18ORF32,NDFIP2,MUL1,PRKD1,PLK2,TFG,SLC44A2,TNFRSF19,F2R,TLR6,CASP1,APOL3,TRIM22,IKBKB,TLR4,TICAM1,PINK1,RIPK1,TIFA,IRAK4,RBCK1,TNFRSF10B,IKBKE,MID2,AKAP13,TRIM32,ZDHHC17,FYN,FLNA,TICAM2,LURAP1L,BIRC3,TRAF5,AJUBA,S100A13,MIB2,CXXC5,VAPA,IRAK1,BCL10,CD74,JMJD8,SHARPIN,CASP8,ABL1,NOD1,RHOA,LPAR1,TRAF6,LGALS9,ATP2C1,SECTM1"
"GO:BP","positive regulation of cell morphogenesis involved in differentiation","GO:0010770","3.950871185195961e-9","8.403307129890958","157","3927","71","17847","ZEB2,NTRK2,MAP6,METRN,PLXNA3,PLXNB2,NTN1,BMPR2,DBNL,SEMA5A,TNFRSF12A,PLXNA4,CASS4,LIMS2,PLXNA2,MYADM,CIB1,LIMS1,NGF,ISLR2,LRP1,DOCK5,EPHA4,RUFY3,PARP6,NRP1,MEGF8,ARHGDIA,SLIT2,NIN,ARPC2,FN1,PLXNB3,NTRK3,MAP3K13,CXCL12,NEDD9,GDI1,PLXND1,PLXNA1,CUX1,ACTR2,ILK,MAP1B,CAMK2B,PLXNC1,PAFAH1B1,NDEL1,RAB21,FLNA,PAK3,FBXO31,VEGFA,CTTN,TRAK1,CDC42,DOCK1,S100A10,ZFYVE27,BAIAP2,CDH4,VAMP7,FBXW8,CRK,ABL1,RHOA,BDNF,MAPT,DMTN,SHOX2,ROBO1"
"GO:BP","collagen fibril organization","GO:0030199","5.542463830538531e-9","8.256297132358496","54","3927","34","17847","CYP1B1,FOXC1,LOX,ANXA2,COL11A1,ATP7A,COMP,DPT,COL1A1,COL5A1,LOXL4,PLOD1,COL14A1,TGFB2,TGFBR1,PLOD3,LUM,MIR29B1,COL5A2,COL5A3,ADAMTS14,MMP11,PXDN,COLGALT1,COL3A1,LOXL2,AEBP1,PLOD2,DDR2,GREM1,RB1,NF1,P4HA1,LOXL3"
"GO:BP","positive regulation of ossification","GO:0045778","5.906283424373836e-9","8.22868571641459","88","3927","47","17847","IL6ST,PDLIM7,ACVR2A,BMPR2,FAM20C,MEF2C,TGFB2,TGFB3,PTN,ATP6AP1,OSR2,BMPR1B,RUNX2,OSR1,MIR29B1,ACVR1,FBN2,WISP1,SMAD3,GLI3,PRKD1,CEBPD,ZHX3,BMP6,SLC8A1,ANO6,WNT5A,CYR61,P2RX7,CEBPB,MSX2,TMEM119,DDR2,ILK,IGF1,BMP2,ATP2B1,GPM6B,NELL1,TFAP2A,JAG1,GNAS,JUND,KL,SUCO,CLIC1,CTHRC1"
"GO:BP","aminoglycan metabolic process","GO:0006022","6.8643537297335255e-9","8.16340034478157","168","3927","74","17847","CD44,FOXC1,CHPF2,HEXA,SLC35D1,GNS,CSGALNACT2,B4GALT1,HGSNAT,CHSY3,B3GALT6,GALNT5,HS3ST3B1,GALNS,ARSB,EXT2,NFKB1,CHST3,ITIH3,OMD,IMPAD1,CHST14,GPC1,SDC3,NAGLU,LUM,HEXB,AKT1,CHPF,B4GALT7,CTBS,GPC6,GLB1,B3GAT3,IDUA,DCN,CHST2,HS3ST3A1,IDS,GLCE,NCAN,HS2ST1,OGN,HSPG2,NDST1,ANGPT1,SPOCK2,SDC2,BGN,B3GNT8,B3GNT9,ST3GAL3,ST3GAL1,ITIH5,VCAN,EXT1,SDC1,NDST2,ST3GAL4,NDNF,B4GALT2,CHST11,CSGALNACT1,SLC10A7,ST3GAL2,B3GNT5,PDGFRB,CSPG4,SGSH,DSEL,PRELP,SLC9A1,HS6ST2,CHST1"
"GO:BP","vesicle targeting","GO:0006903","7.358910878610002e-9","8.133186456642136","94","3927","49","17847","CD59,TBC1D20,FAM91A1,SNAP29,NLGN1,SEPT5,SAR1B,MCFD2,ZNF547,NAPA,SEC31A,TFG,PEF1,TMED10,GBF1,TRIP11,RAB1A,TRAPPC1,TRAPPC3,SEC23A,KLHL21,ARFGAP3,CNIH3,YKT6,GRIA1,STARD3,CEP19,SEC24B,GORASP1,NSF,PSEN1,STX5,WIPI1,TMED9,CSNK1D,GOSR2,GOLGA2,FOLR1,RAB1B,PDCD6,TMED2,SEC24D,F8,CNIH1,TRAPPC6B,CLASP1,SEC16A,SAR1A,TRAPPC9"
"GO:BP","regulation of cell junction assembly","GO:1901888","1.0504455708362916e-8","7.978626445778595","92","3927","48","17847","RUNX1,MMP14,LIMCH1,ITGB1BP1,EPHA3,PTEN,DUSP3,ARHGAP6,AGT,CAV1,LIMS1,PRKACA,THBS1,LRP1,SMAD3,SNAI2,PEAK1,RAP1B,RAP1A,NRP1,PHLDB2,MYO1C,FMN1,APOD,IKBKB,FAM107A,DLC1,CORO1C,FLOT1,DAPK3,GREM1,CBFB,VEGFA,GPM6B,S100A10,EPHA2,COL16A1,PPM1F,ROCK2,NPHP1,MAP4K4,ABL1,SRC,RHOA,SLC9A1,DMTN,CLASP1,SLK"
"GO:BP","regulation of adherens junction organization","GO:1903391","1.2678641254037639e-8","7.896927286477343","68","3927","39","17847","MMP14,LIMCH1,ITGB1BP1,EPHA3,PTEN,DUSP3,ARHGAP6,LIMS1,THBS1,LRP1,SMAD3,PEAK1,NRP1,PHLDB2,BMP6,FMN1,APOD,FAM107A,DLC1,CORO1C,DAPK3,GREM1,ADD1,VEGFA,GPM6B,S100A10,IQSEC1,COL16A1,PPM1F,RDX,ROCK2,MAP4K4,ABL1,SRC,RHOA,SLC9A1,DMTN,CLASP1,SLK"
"GO:BP","glycosaminoglycan metabolic process","GO:0030203","1.4798844729400048e-8","7.829772186444895","158","3927","70","17847","CD44,FOXC1,CHPF2,HEXA,SLC35D1,GNS,CSGALNACT2,B4GALT1,HGSNAT,CHSY3,B3GALT6,GALNT5,HS3ST3B1,GALNS,ARSB,EXT2,NFKB1,CHST3,ITIH3,OMD,IMPAD1,CHST14,GPC1,SDC3,NAGLU,LUM,HEXB,AKT1,CHPF,B4GALT7,GPC6,GLB1,B3GAT3,IDUA,DCN,CHST2,HS3ST3A1,IDS,GLCE,NCAN,HS2ST1,OGN,HSPG2,NDST1,ANGPT1,SPOCK2,SDC2,BGN,ST3GAL3,ST3GAL1,ITIH5,VCAN,EXT1,SDC1,NDST2,ST3GAL4,NDNF,B4GALT2,CHST11,CSGALNACT1,SLC10A7,ST3GAL2,PDGFRB,CSPG4,SGSH,DSEL,PRELP,SLC9A1,HS6ST2,CHST1"
"GO:BP","regulation of cell-matrix adhesion","GO:0001952","1.6862505521132188e-8","7.773077895123043","119","3927","57","17847","SERPINE1,CDKN2A,MMP14,POSTN,CSF1,LIMCH1,ITGB1BP1,EPHA3,CX3CL1,HOXA7,PIK3R1,PTEN,DUSP3,ARHGAP6,CIB1,LIMS1,THBS1,ADAM15,LRP1,SMAD3,BCL2,PEAK1,NRP1,PHLDB2,FMN1,CDK6,APOD,PTK2B,FAM107A,CDH13,DLC1,CORO1C,DAPK3,GREM1,ILK,BCL6,NF2,VEGFA,GSK3B,NF1,GPM6B,JAG1,DDR1,S100A10,COL16A1,PPM1F,ROCK2,DMD,MAP4K4,ABL1,SRC,RHOA,SLC9A1,DMTN,CLASP1,SLK,NINJ1"
"GO:BP","response to topologically incorrect protein","GO:0035966","1.8785009306460605e-8","7.726188585442572","200","3927","83","17847","HERPUD1,AMFR,BAG3,COMP,CLU,LMNA,CREB3,DNAJC3,TLN1,TPP1,EDEM3,SRPRB,PIK3R1,HSPB3,RHBDD2,OPTN,RNF185,HSPA13,MBTPS1,MBTPS2,HSPB1,DNAJB9,CCL2,PPP2R5B,ATF6B,NFE2L2,PPP1R15A,THBS1,DNAJB2,CREB3L2,HDAC6,PACRG,FICD,SYVN1,PARP6,CREB3L1,SEC31A,FKBP14,DDIT3,JKAMP,CREBRF,TOR1A,ATP6V0D1,UGGT2,SSR1,ERN1,TOR1B,DNAJB12,ATF6,POMT2,DERL2,DNAJB4,EDEM1,STUB1,FBXO6,DNAJB1,CANX,HERPUD2,UBXN4,ADD1,TSPYL2,STT3B,DERL1,HSPA4L,YIF1A,FAF2,SERP2,RNF215,ERP44,WIPI1,WFS1,TBL2,CCND1,KDELR3,GOSR2,DNAJC18,DNAJC4,DNAJB14,EXTL1,TMBIM6,ZBTB17,BOK,ACADVL"
"GO:BP","regulation of macroautophagy","GO:0016241","3.1768472922196343e-8","7.498003660759979","173","3927","74","17847","NUPR1,BAG3,GBA,CALCOCO2,RRAGA,TMEM173,TBC1D12,RRAGB,OPTN,RALB,SH3GLB1,LAMTOR3,BNIP3L,RRAGC,ATP6V1D,PRKACA,ATP6V0E1,AKT1,ATP6V1H,HDAC6,PIK3CA,NRBP2,VPS26B,ATP6V0D1,GPSM1,ERN1,DCN,EXOC1,CAPNS1,ATP6V1E1,ATP6V0A1,USP30,PRKAA1,EXOC7,ATP6V0B,MAPK3,PINK1,ATP6V1B2,BECN1,NEDD4,TBC1D25,VPS35,LAMTOR5,IFT88,LZTS1,SCOC,FEZ1,LRRK2,SESN2,FEZ2,RAB3GAP1,VPS13C,QSOX1,ATP6V1G1,CLEC16A,FYCO1,SESN3,RAB12,ATP6V0C,VPS26A,IFT20,RAB1B,HTRA2,NPC1,UVRAG,SPTLC1,PRKAG1,EXOC8,NOD1,MTMR3,CHMP4A,LAMTOR2,HIF1A,RRAGD"
"GO:BP","chondrocyte differentiation","GO:0002062","3.6301226251165685e-8","7.440078704299431","124","3927","58","17847","RUNX1,GDF6,ECM1,SCARA3,SOX6,SOX9,TGFBR2,RELA,ANXA2,LTBP3,COL11A1,COMP,PTHLH,HOXA11,BMPR2,SOX5,COL14A1,MEF2C,WNT2B,TGFBR1,ANXA6,NOV,OSR2,BMPR1B,ADAMTS12,IMPAD1,TGFBI,RUNX2,OSR1,SNX19,TRPS1,CREB3L2,WISP1,SMAD3,GLI3,SNAI2,WNT5B,MAF,NFIB,BMP6,TRIP11,MEF2D,LOXL2,MSX2,SULF2,EFEMP1,GREM1,GDF5,COL6A1,BMP2,COL6A3,COL27A1,CHST11,SIX2,COL6A2,GLG1,WNT9A,SHOX2"
"GO:BP","regulation of cartilage development","GO:0061035","3.8242215501277074e-8","7.417456955514464","70","3927","39","17847","GDF6,BMP1,SOX6,SOX9,RELA,ANXA2,LTBP3,TGFB1,PTHLH,HOXA11,BMPR2,SOX5,NOG,TGFBR1,RARA,FRZB,TAPT1,BMPR1B,ADAMTS12,RUNX2,TRPS1,WISP1,SMAD3,GLI3,SNAI2,MAF,BMP6,WNT5A,CYR61,WNT11,LOXL2,EFEMP1,GREM1,GDF5,BMP2,SIX2,GLG1,WNT9A,SHOX2"
"GO:BP","vesicle budding from membrane","GO:0006900","4.624214427884461e-8","7.334962035597946","104","3927","51","17847","ANXA2,CD59,SNX3,TBC1D20,SAR1B,PICALM,MCFD2,DNM3,ZNF547,NAPA,SEC31A,TFG,PEF1,RAB7A,TMED10,GBF1,RAB1A,TRAPPC1,TRAPPC3,P2RX7,SEC23A,KLHL21,ARFGAP3,SNAP91,CNIH3,GRIA1,SEC24B,GORASP1,NSF,STX5,TMED9,CSNK1D,GOSR2,S100A10,GOLGA2,FOLR1,RAB1B,VAPA,PDCD6,TMED2,SEC24D,AP2M1,F8,CNIH1,SEC31B,CHMP4A,TRAPPC6B,SEC16A,SAR1A,INSIG1,TRAPPC9"
"GO:BP","interferon-gamma-mediated signaling pathway","GO:0060333","4.906323295839231e-8","7.309243837912557","87","3927","45","17847","CD44,SP100,HLA-DRB5,GBP1,CAMK2D,IRF9,HLA-DQA1,HLA-E,HLA-DRA,JAK1,B2M,TRIM8,PARP9,HLA-DQA2,HLA-DRB1,HLA-B,PML,NLRC5,IFNGR1,CIITA,OAS1,GBP2,STAT1,OASL,IRF1,TRIM22,NR1H2,NCAM1,JAK2,ICAM1,HLA-C,HLA-DPA1,HLA-A,VCAM1,TRIM26,MT2A,CAMK2B,IFNGR2,OAS2,HLA-DQB2,IRF2,TRIM34,HPX,PARP14,PPARG"
"GO:BP","aminoglycan biosynthetic process","GO:0006023","4.9596443710679623e-8","7.30454946327189","113","3927","54","17847","CHPF2,HEXA,SLC35D1,CSGALNACT2,B4GALT1,CHSY3,B3GALT6,GALNT5,HS3ST3B1,EXT2,NFKB1,CHST3,OMD,CHST14,GPC1,SDC3,LUM,CHPF,B4GALT7,GPC6,B3GAT3,DCN,CHST2,HS3ST3A1,GLCE,NCAN,HS2ST1,OGN,HSPG2,NDST1,ANGPT1,SDC2,BGN,B3GNT8,B3GNT9,ST3GAL3,ST3GAL1,VCAN,EXT1,SDC1,NDST2,ST3GAL4,B4GALT2,CHST11,CSGALNACT1,SLC10A7,ST3GAL2,B3GNT5,PDGFRB,CSPG4,DSEL,PRELP,HS6ST2,CHST1"
"GO:BP","glycolipid metabolic process","GO:0006664","6.99113197590102e-8","7.155452499349385","108","3927","52","17847","B4GALNT1,SMPD1,B3GALT2,HEXA,SUMF1,ST6GALNAC5,ARSA,GBA,GPAA1,PSAP,GALC,ST8SIA4,ITGB8,SCCPDH,PIGQ,HEXB,CTSA,NEU1,ST8SIA2,STS,MPPE1,ST3GAL5,PIGZ,ESYT2,GLB1,GLTPD1,PIGH,ASAH1,ST8SIA1,SUMF2,UGCG,GAL3ST4,B3GALNT1,PYURF,PRKAA1,PIGG,PIGM,PIGX,PIGT,PIGK,ALDH5A1,PIGB,ST3GAL4,PIGS,NAGA,ST3GAL2,B3GNT5,B3GALT4,GM2A,PIGC,GLTP,DPM3"
"GO:BP","embryonic skeletal system development","GO:0048706","7.193296804289428e-8","7.14307201980407","126","3927","58","17847","PRRX1,RDH10,ZEB1,HOXB2,TGFBR2,COL11A1,SLC35D1,MMP14,HOXA2,COL1A1,ACVR2A,HOXA11,IRX5,MEF2C,HOXA7,HOXB6,TGFB3,NOG,HOXA3,TGFBR1,HOXB3,TAPT1,OSR2,HOXB5,RUNX2,OSR1,HOXC6,HOXD10,SMAD3,DLX1,GLI3,MEGF8,HOXB9,HOXB7,DLX2,WNT5A,HOXB4,WNT11,SATB2,SULF2,HOXA9,EXT1,HOXA5,SIX1,TBX15,HOXD9,CHST11,SIX2,TFAP2A,GNAS,KIAA1217,DLG1,PDGFRA,TULP3,HOXC4,PCSK5,WNT9A,SHOX2"
"GO:BP","vesicle targeting, to, from or within Golgi","GO:0048199","7.238569387277794e-8","7.140347258195637","74","3927","40","17847","CD59,TBC1D20,SAR1B,MCFD2,ZNF547,NAPA,SEC31A,TFG,PEF1,TMED10,GBF1,RAB1A,TRAPPC1,TRAPPC3,SEC23A,KLHL21,ARFGAP3,CNIH3,GRIA1,CEP19,SEC24B,GORASP1,NSF,STX5,WIPI1,TMED9,CSNK1D,GOSR2,GOLGA2,FOLR1,RAB1B,PDCD6,TMED2,SEC24D,F8,CNIH1,TRAPPC6B,SEC16A,SAR1A,TRAPPC9"
"GO:BP","regulation of focal adhesion assembly","GO:0051893","8.705633274555469e-8","7.060199631480418","61","3927","35","17847","MMP14,LIMCH1,ITGB1BP1,EPHA3,PTEN,DUSP3,ARHGAP6,LIMS1,THBS1,LRP1,SMAD3,PEAK1,NRP1,PHLDB2,FMN1,APOD,FAM107A,DLC1,CORO1C,DAPK3,GREM1,VEGFA,GPM6B,S100A10,COL16A1,PPM1F,ROCK2,MAP4K4,ABL1,SRC,RHOA,SLC9A1,DMTN,CLASP1,SLK"
"GO:BP","regulation of cell-substrate junction assembly","GO:0090109","8.705633274555469e-8","7.060199631480418","61","3927","35","17847","MMP14,LIMCH1,ITGB1BP1,EPHA3,PTEN,DUSP3,ARHGAP6,LIMS1,THBS1,LRP1,SMAD3,PEAK1,NRP1,PHLDB2,FMN1,APOD,FAM107A,DLC1,CORO1C,DAPK3,GREM1,VEGFA,GPM6B,S100A10,COL16A1,PPM1F,ROCK2,MAP4K4,ABL1,SRC,RHOA,SLC9A1,DMTN,CLASP1,SLK"
"GO:BP","cellular response to interferon-gamma","GO:0071346","9.635231197420688e-8","7.01613785998524","177","3927","74","17847","GBP3,CD44,SP100,VIM,HLA-DRB5,GBP1,CAMK2D,IRF9,HLA-DQA1,HLA-E,VAMP3,CX3CL1,CD47,GSN,HLA-DRA,TLR3,JAK1,AQP4,B2M,TRIM8,CCL2,PARP9,HLA-DQA2,HLA-DRB1,HLA-B,PML,NLRC5,ACTR3,IFNGR1,CIITA,SIRPA,CD58,OAS1,GBP2,STAT1,OASL,STX4,VPS26B,MYO1C,CASP1,IRF1,WNT5A,TRIM22,NR1H2,TLR4,NCAM1,JAK2,ICAM1,HLA-C,HLA-DPA1,HLA-A,VCAM1,TRIM26,CDC42EP4,KIF5B,MT2A,DAPK3,EDN1,ACTR2,CAMK2B,GBP5,IFNGR2,OAS2,CDC42,RAB12,HLA-DQB2,IRF2,STXBP1,TRIM34,HPX,STXBP3,PARP14,LGALS9,PPARG"
