"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","telomere maintenance via telomere lengthening","GO:0010833","4.371973419489084e-8","7.359322487116733","81","7680","62","17847","TERF2IP,TINF2,SMG6,NEK7,MAPK3,TNKS1BP1,FBXO4,XRN1,MAPK1,ERCC4,SRC,TEN1,PKIB,SMG5,EXOSC10,PARN,MAPK15,CCT2,HSP90AA1,POT1,TCP1,SMG7,MAP2K7,RAD50,CTC1,RFC1,RTEL1,PINX1,ACD,DHX36,TELO2,HNRNPU,NHP2,NEK2,PRKCQ,CCT6A,CCT3,RPA1,RAD51,MAPKAPK5,HNRNPA2B1,AURKB,TERT,NAF1,CCT5,PIF1,WRAP53,XRCC5,NAT10,SLX1B,CCT7,HNRNPC,HNRNPA1,CCT8,DKC1,HSP90AB1,CCT4,PTGES3,MRE11A,DCP2,PARP1,TERF1"
"GO:BP","regulation of telomere maintenance","GO:0032204","4.371973419489084e-8","7.359322487116733","81","7680","62","17847","TERF2IP,TINF2,PML,SMG6,NEK7,MAPK3,FBXO4,XRN1,MAPK1,ERCC1,ERCC4,HDAC8,SRC,TEN1,PKIB,SMG5,EXOSC10,PARN,MAPK15,YLPM1,CCT2,UPF1,SMG1,USP7,POT1,TCP1,SMG7,MAP2K7,RAD50,MYC,CTC1,RTEL1,PINX1,ACD,DHX36,XRCC1,HNRNPU,NEK2,PRKCQ,CCT6A,CCT3,MAPKAPK5,HNRNPA2B1,AURKB,NAF1,CCT5,PIF1,XRCC5,GNL3,NAT10,SLX1B,CCT7,HNRNPD,HNRNPC,HNRNPA1,CCT8,DKC1,CCT4,MRE11A,DCP2,PARP1,TERF1"
"GO:BP","microtubule cytoskeleton organization involved in mitosis","GO:1902850","9.65809630005051e-8","7.015108468601023","136","7680","93","17847","SBDS,PAX6,ACTR10,SUN2,PKD1,PARP3,TACC1,PLK2,ITGB1,MECP2,EFHC1,MAP4,CHMP5,MAP9,PAFAH1B1,NDEL1,ACTR1A,NUMA1,FLNA,DYNLT1,PIBF1,ARHGEF2,GOLGA2,DCTN2,SPRY2,KIF3B,CHMP1A,RHOA,CDK5RAP2,ACTR1B,CLASP1,EML1,DRG1,HSPA1B,TPR,ZW10,ARHGEF10,RAE1,HTT,KIF2A,WRAP73,CENPE,AAAS,SPICE1,PRC1,MZT1,ZNF207,SPC25,KPNB1,HNRNPU,CEP192,TBCE,NEK2,TACC2,NDC80,MYBL2,CENPA,BCCIP,ESPL1,RACGAP1,KIF11,KIF4A,SMC3,FSD1,NUP62,TPX2,AURKB,BIRC5,STMN1,AURKA,RCC1,SMC1A,STAG2,STIL,AURKC,KIF23,TTK,CDC20,BORA,RAN,NUF2,KIFC1,WDR62,TUBG1,CCNB1,NUSAP1,SAPCD2,PLK1,MAD2L1,TACC3,POC1A,CHMP4C,CHEK2"
"GO:BP","cell cycle DNA replication","GO:0044786","1.0730109802488711e-7","6.969395833824268","64","7680","51","17847","WIZ,POLD4,BCL6,ZMPSTE24,UPF1,SENP2,TIPIN,RFC1,RTEL1,DONSON,CDC45,E2F8,POLD3,PCNA,PRIM2,BRCA2,RPA1,RAD51,MCM4,FEN1,RFC3,RPA2,MCM2,DBF4,MCM6,POLE,MCM5,FBXO5,MCM7,POLE2,POLA2,ORC3,RFC2,GINS1,RFC5,E2F7,LIG1,DBF4B,CHEK2,POLA1,MCM3,GMNN,PRIM1,CDT1,RPA3,CDC7,DNA2,POLD1,ATAD5,RFC4,TERF1"
"GO:BP","mitotic sister chromatid segregation","GO:0000070","1.378627926093459e-7","6.860552928492744","153","7680","102","17847","DUSP1,H2AFY,NEK6,KLHL22,BECN1,CHMP6,CHMP5,CDC27,RB1,NUMA1,MAU2,PIBF1,CHMP7,APC,CHMP1A,CDK5RAP2,CHMP4A,ANAPC15,NSL1,GEN1,DYNC1LI1,BUB3,CDC23,NCAPH2,TPR,ZW10,HIRA,CHTF8,BOD1,SMC4,POGZ,SEH1L,CENPC,NAA50,TEX14,RRS1,CENPE,LCMT1,PINX1,PRC1,RAD21,SMC2,PHF13,NCAPG,ZNF207,KIF18A,KPNB1,HNRNPU,PCID2,NEK2,ZWINT,CDCA8,CENPF,NDC80,SGOL1,ESPL1,RACGAP1,KIF4A,TRIP13,NUP62,AURKB,KIF14,CENPK,TTN,KIF18B,SMC1A,SPAG5,AURKC,KIF23,TTK,CDC20,KIF2C,RAN,NCAPH,CDCA5,DSN1,NUF2,KIFC1,TUBG1,FBXO5,CCNB1,XRCC3,CDC6,NUSAP1,BUB1B,DSCC1,PLK1,MAD2L1,TACC3,NCAPD2,KNSTRN,DLGAP5,INCENP,NCAPD3,CHMP4C,KIF22,BUB1,MAD2L2,CDT1,ANAPC1,PTTG1,USP44"
"GO:BP","sister chromatid segregation","GO:0000819","1.8266377052909496e-7","6.738347581928015","185","7680","119","17847","DUSP1,H2AFY,NEK6,KLHL22,BECN1,CHMP6,CHMP5,CDC27,RB1,NUMA1,MAU2,PIBF1,CHMP7,HDAC8,APC,CHMP1A,CDK5RAP2,CHMP4A,ANAPC15,NSL1,GEN1,DYNC1LI1,BUB3,CDC23,NCAPH2,MAPK15,TPR,ZW10,HIRA,CHTF8,BOD1,SMC4,POGZ,SEH1L,ESCO2,MCMBP,CENPC,NAA50,TEX14,CTCF,RRS1,CENPE,LCMT1,PINX1,PRC1,RAD21,TOP2B,SMC2,SFPQ,PHF13,NCAPG,ZNF207,KIF18A,KPNB1,HNRNPU,PCID2,NEK2,ZWINT,CDCA8,CENPF,NDC80,SGOL1,ESPL1,RACGAP1,TOP2A,KIF4A,SMC3,TRIP13,NUP62,AURKB,KIF14,CENPK,TTN,KIF18B,PHB2,SMC1A,SPAG5,FEN1,STAG2,AURKC,KIF23,TTK,CDC20,KIF2C,RAN,NCAPH,CDCA5,DSN1,NUF2,KIFC1,TUBG1,ESCO1,FBXO5,CCNB1,XRCC3,CDC6,NUSAP1,BUB1B,DSCC1,PLK1,MAD2L1,TACC3,NCAPD2,STAG3,KNSTRN,DLGAP5,INCENP,NCAPD3,CHMP4C,MRE11A,KIF22,RMI2,BUB1,MAD2L2,CDT1,ANAPC1,DDX11,PTTG1,USP44"
"GO:BP","spindle organization","GO:0007051","2.742671851417491e-7","6.561826150705285","171","7680","111","17847","SBDS,NEK6,SUN2,PKD1,MYH9,PARP3,TACC1,MAPRE3,PLK2,CHD3,MECP2,EFHC1,NEK7,MAP4,CHMP5,MAP9,GOLGA8N,NUMA1,FLNA,GOLGA8O,GOLGA8R,PIBF1,CSNK1D,DLG1,GOLGA2,DCTN2,UVRAG,KIF3B,CHMP1A,RHOA,CLASP1,TUBGCP6,EML1,HDAC3,DRG1,MAPK15,HSPA1B,TPR,ARHGEF10,RAE1,RGS14,HAUS7,CCDC69,HAUS5,RPS3,KIF2A,WRAP73,CENPE,AAAS,SPICE1,TUBB,PRC1,MZT1,ZNF207,SPC25,HAUS8,KPNB1,HNRNPU,CEP192,TBCE,NEK2,TACC2,NDC80,MYBL2,BCCIP,ESPL1,RACGAP1,TUBB8,KIF11,KIF4A,ASPM,SMC3,FSD1,NUP62,TPX2,AURKB,BIRC5,STMN1,CKAP5,AURKA,TUBGCP3,RCC1,SMC1A,SPAG5,CENPW,STAG2,STIL,AURKC,KIF23,TTK,CDC20,BORA,RAN,NUF2,KIFC1,WDR62,TUBG1,FBXO5,CCNB1,HAUS1,HAUS4,PLK1,RANBP1,TACC3,CEP72,KNSTRN,POC1A,CHMP4C,CHEK2,AUNIP,HAUS6"
"GO:BP","nuclear DNA replication","GO:0033260","4.2731165379188464e-7","6.369255262791292","59","7680","47","17847","WIZ,POLD4,BCL6,ZMPSTE24,UPF1,TIPIN,RFC1,RTEL1,DONSON,CDC45,POLD3,PCNA,PRIM2,BRCA2,RPA1,RAD51,MCM4,FEN1,RFC3,RPA2,MCM2,DBF4,MCM6,POLE,MCM5,MCM7,POLE2,POLA2,ORC3,RFC2,GINS1,RFC5,LIG1,DBF4B,CHEK2,POLA1,MCM3,GMNN,PRIM1,CDT1,RPA3,CDC7,DNA2,POLD1,ATAD5,RFC4,TERF1"
"GO:BP","regulation of cell shape","GO:0008360","4.3275631854311266e-7","6.36375658240491","159","7680","104","17847","CDC42EP3,RHOC,PARVA,PLXNA3,EPS8,RHOBTB1,PLXNB2,RHOB,RHOJ,CDC42EP1,RHOBTB3,S100B,PALM,PLXNA4,PTN,ATP10A,SYNE3,PLXNA2,CCL2,ANXA1,PALMD,MYH9,EPB41L3,HEXB,MSN,ITGB2,CSF1R,ARHGDIA,RHOQ,FERMT2,FN1,PLXNB3,PTK2B,ICAM1,DLC1,PLEKHO1,RHOBTB2,CDC42EP4,BVES,GAS2,DAPK3,PLXND1,PLXNA1,MYL12A,SH3KBP1,PLXNC1,TAOK2,FYN,RND3,CDC42SE1,ARHGAP18,VEGFA,CDC42,ZMPSTE24,ANXA7,DLG1,BAIAP2,RHOG,S100A13,SEPT7,RHOU,TPM1,RDX,AKAP2,CRK,RHOA,C15ORF62,LPAR1,PDPN,ITGA7,FMNL2,DMTN,MYH10,MYH14,FMNL1,SLC9A3R1,PTK2,FGD3,DIAPH1,MARK2,LIMD1,BRWD1,P2RY1,CFDP1,COCH,PRPF40A,RND2,RND1,PHIP,RAC3,MYO10,RHOV,KDR,FGD5,F11R,VIL1,FGD4,BRWD3,HPN,RHOF,SEMA4D,SEMA4A,FGD6,EPB41"
"GO:BP","DNA geometric change","GO:0032392","5.449616436518187e-7","6.2636340638455055","114","7680","79","17847","ANXA1,CETN2,PURA,TREX1,XPA,GTF2H1,CHD3,CHD9,GTF2H5,UBC,CUL4B,CHD5,DDB1,RAD54L2,SUPV3L1,MNAT1,POT1,CHTF8,SMARCAD1,RAD50,DDB2,RTEL1,TP53,CHD4,RPS27A,GTF2H2C,HFM1,CDC45,DHX36,CHD1,ZRANB3,SSBP1,CHD8,GINS4,TOP2A,HMGB1,XRCC6,RPA1,RAD51,ERCC6L,HNRNPA2B1,MCM4,PIF1,XRCC5,RFC3,CHD1L,WRN,MCM2,DQX1,GINS2,RUVBL1,MCM6,BRIP1,HELB,RUVBL2,MCM5,HMGA1,MCM7,MCM8,RECQL4,RAD54B,HMGB2,DSCC1,RFC2,GINS1,RFC5,POLQ,G3BP1,BLM,RAD54L,ERCC2,MRE11A,MCM3,CHTF18,HMGB3,PARP1,DNA2,DDX11,RFC4"
"GO:BP","negative regulation of neuron apoptotic process","GO:0043524","5.624687597872969e-7","6.249901593801062","154","7680","101","17847","NTRK2,CHL1,JUN,MEF2C,CX3CL1,TGFB3,EN2,GRN,CCL2,CLCF1,NGF,AXL,GABRB2,LRP1,PIK3CA,BCL2,DLX1,NMNAT1,NRBP2,NRP1,F2R,C5AR1,OXR1,NTF3,LIG4,GCLM,MECP2,MAP3K12,CPEB4,PTK2B,PINK1,JAK2,EN1,ANGPT1,CEBPB,GDNF,CNTFR,ILK,GDF5,FAIM2,NR4A2,FYN,GRIK2,PSEN1,WFS1,SIX1,NDNF,VSTM2L,BTG2,LGMN,STXBP1,CLN3,CITED1,SOD2,CNTF,RHOA,PDPK1,NFATC4,BOK,BDNF,HRAS,HIF1A,PPT1,BAX,FZD9,NTF4,ARRB1,MAG,ADAM8,GABRB3,STAR,TYRO3,GABRA5,FGF8,CACNA1A,BHLHB9,GPI,NONO,PTPRZ1,ADNP,GCLC,KRAS,KIF14,BIRC5,TERT,XRCC2,SNCB,PRKCI,GRIN1,AARS,ADORA2A,PRKCG,SYNGAP1,SIX4,APOE,HSP90AB1,KDM2B,SET,ERBB3,MSH2,ARRB2"
"GO:BP","mitotic spindle organization","GO:0007052","5.711310393594912e-7","6.243264236514906","107","7680","75","17847","SBDS,SUN2,PKD1,PARP3,TACC1,PLK2,MECP2,EFHC1,MAP4,CHMP5,MAP9,NUMA1,FLNA,PIBF1,GOLGA2,DCTN2,KIF3B,CHMP1A,RHOA,CLASP1,EML1,DRG1,HSPA1B,TPR,ARHGEF10,RAE1,KIF2A,WRAP73,CENPE,AAAS,SPICE1,PRC1,MZT1,ZNF207,SPC25,KPNB1,HNRNPU,CEP192,TBCE,NEK2,TACC2,NDC80,MYBL2,BCCIP,RACGAP1,KIF11,KIF4A,SMC3,FSD1,NUP62,TPX2,AURKB,BIRC5,STMN1,AURKA,RCC1,SMC1A,STAG2,STIL,AURKC,KIF23,TTK,CDC20,BORA,RAN,NUF2,KIFC1,WDR62,TUBG1,CCNB1,PLK1,TACC3,POC1A,CHMP4C,CHEK2"
"GO:BP","telomere organization","GO:0032200","0.0000011154075083308776","5.952566436394849","176","7680","112","17847","SP100,TERF2IP,TINF2,PARP3,PML,ZNF365,SMG6,NEK7,MAPK3,TNKS1BP1,POLD4,FBXO4,XRN1,MAPK1,ERCC1,ERCC4,HDAC8,SRC,HIST1H4H,TFIP11,DCLRE1C,TEN1,PKIB,SMG5,EXOSC10,PARN,MAPK15,YLPM1,CCT2,UPF1,SMG1,HSP90AA1,USP7,POT1,TCP1,SMG7,MAP2K7,DCLRE1A,RAD50,MYC,CTC1,RFC1,RTEL1,PINX1,ACD,DHX36,TELO2,EXO1,XRCC1,HNRNPU,NHP2,PRKDC,NEK2,PRKCQ,HIST1H4J,POLD3,CCT6A,PCNA,PRIM2,CCT3,XRCC6,BRCA2,RPA1,RAD51,SMC6,MAPKAPK5,HNRNPA2B1,AURKB,H3F3A,TERT,CCNE1,FEN1,NAF1,CCT5,PIF1,WRAP53,XRCC5,RFC3,GNL3,WRN,NAT10,SLX1B,RPA2,CCT7,POLE,HNRNPD,HNRNPC,POLE2,POLA2,RECQL4,XRCC3,HNRNPA1,RFC2,CCT8,DKC1,RFC5,DOT1L,HSP90AB1,CCT4,PTGES3,BLM,MRE11A,RIF1,POLA1,DCP2,PRIM1,RPA3,PARP1,DNA2,POLD1,RFC4,TERF1"
"GO:BP","nucleic acid transport","GO:0050657","0.0000011563353337327233","5.936916203570311","195","7680","122","17847","RFTN1,TGFBR2,FYTTD1,SIDT2,CETN2,PURA,MYO1C,MVP,SMG6,RFTN2,FLOT1,NPIPA1,SLU7,ZFP36L1,NXF1,EIF5A2,BICD2,PARP11,QKI,SDAD1,EIF5AL1,SMG5,DDX19B,NUP160,NUP98,RANBP2,TPR,SYMPK,UPF1,SMG1,POM121,RAE1,SENP2,EIF4A3,CPSF1,MX2,SRSF4,SMG7,CPSF2,NUP188,LTV1,SHFM1,MAGOHB,DDX39A,SEH1L,ABCE1,KIF5C,RRS1,POLDIP3,AAAS,RBM26,SARNP,CHTOP,EIF5A,AHCTF1,SFPQ,UPF2,MAGOH,DDX39B,CASC3,CDC40,PABPN1,WDR33,NXT2,CETN3,HNRNPU,IGF2BP2,YTHDC1,PCID2,C14ORF166,TOMM20,KHSRP,XPO7,SRSF2,NUP50,POLR2D,SRSF1,IGF2BP1,SRSF3,NUP85,NUP133,NUP62,ARC,G3BP2,HNRNPA2B1,PNPT1,EIF4E,NUP93,CKAP5,THOC1,SSB,NUP88,RAN,NUP153,THOC6,IWS1,KHDRBS1,IGF2BP3,NPM1,NUP43,SRRM1,HNRNPA1,NUP54,RNPS1,XPO5,HNRNPA3,UPF3B,NUP37,XPO1,CPSF6,CPSF3,RBM27,NUP35,LRPPRC,THOC3,NUP107,SRSF7,NUP210,NUP155,NUP205,NDC1,DDX25"
"GO:BP","RNA transport","GO:0050658","0.0000011563353337327233","5.936916203570311","195","7680","122","17847","RFTN1,TGFBR2,FYTTD1,SIDT2,CETN2,PURA,MYO1C,MVP,SMG6,RFTN2,FLOT1,NPIPA1,SLU7,ZFP36L1,NXF1,EIF5A2,BICD2,PARP11,QKI,SDAD1,EIF5AL1,SMG5,DDX19B,NUP160,NUP98,RANBP2,TPR,SYMPK,UPF1,SMG1,POM121,RAE1,SENP2,EIF4A3,CPSF1,MX2,SRSF4,SMG7,CPSF2,NUP188,LTV1,SHFM1,MAGOHB,DDX39A,SEH1L,ABCE1,KIF5C,RRS1,POLDIP3,AAAS,RBM26,SARNP,CHTOP,EIF5A,AHCTF1,SFPQ,UPF2,MAGOH,DDX39B,CASC3,CDC40,PABPN1,WDR33,NXT2,CETN3,HNRNPU,IGF2BP2,YTHDC1,PCID2,C14ORF166,TOMM20,KHSRP,XPO7,SRSF2,NUP50,POLR2D,SRSF1,IGF2BP1,SRSF3,NUP85,NUP133,NUP62,ARC,G3BP2,HNRNPA2B1,PNPT1,EIF4E,NUP93,CKAP5,THOC1,SSB,NUP88,RAN,NUP153,THOC6,IWS1,KHDRBS1,IGF2BP3,NPM1,NUP43,SRRM1,HNRNPA1,NUP54,RNPS1,XPO5,HNRNPA3,UPF3B,NUP37,XPO1,CPSF6,CPSF3,RBM27,NUP35,LRPPRC,THOC3,NUP107,SRSF7,NUP210,NUP155,NUP205,NDC1,DDX25"
