"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","ribonucleoprotein complex localization","GO:0071166","8.211541233291348e-18","17.085575322016442","130","3754","75","17847","SDAD1,SMG5,DDX19B,NUP160,NUP98,RANBP2,TPR,SYMPK,UPF1,SMG1,POM121,RAE1,EIF4A3,CPSF1,SRSF4,SMG7,CPSF2,NUP188,LTV1,SHFM1,MAGOHB,DDX39A,SEH1L,ABCE1,RRS1,POLDIP3,AAAS,SARNP,CHTOP,EIF5A,UPF2,MAGOH,DDX39B,CASC3,CDC40,PABPN1,WDR33,YTHDC1,PCID2,SRSF2,NUP50,POLR2D,SRSF1,SRSF3,NUP85,NUP133,NUP62,HNRNPA2B1,EIF4E,NUP93,THOC1,SSB,NUP88,RAN,NUP153,THOC6,IWS1,NPM1,NUP43,SRRM1,NUP54,RNPS1,UPF3B,NUP37,XPO1,CPSF3,NUP35,THOC3,NUP107,SRSF7,NUP210,NUP155,NUP205,NDC1,DDX25"
"GO:BP","nuclear export","GO:0051168","8.974253137511429e-18","17.04700168444927","197","3754","99","17847","SDAD1,EMD,YWHAE,SMG5,DDX19B,NUP160,NUP98,HSPA9,RANBP2,TPR,SYMPK,UPF1,SMG1,POM121,RAE1,EIF4A3,CPSF1,SRSF4,RITA1,SMG7,CPSF2,NUP188,LTV1,SHFM1,MAGOHB,DDX39A,SEH1L,ABCE1,RRS1,POLDIP3,RANGAP1,AAAS,RBM26,TP53,SARNP,CHTOP,LSG1,DUSP16,EIF5A,SFN,UPF2,MAGOH,DDX39B,CASC3,CDC40,PABPN1,WDR33,TCF7L2,YTHDC1,PCID2,XPO7,SRSF2,GTSE1,NUP50,POLR2D,SRSF1,SRSF3,CTDSPL2,NUP85,CSE1L,NUP133,NUP62,HNRNPA2B1,EIF4E,NUP93,THOC1,SSB,BARD1,NUP88,RAN,NUP153,THOC6,IWS1,KHDRBS1,NPM1,NUP43,XPO4,SRRM1,HNRNPA1,NUP54,CCHCR1,RNPS1,XPO5,UPF3B,NUP37,XPO1,CPSF6,CPSF3,RBM27,NUP35,THOC3,NUP107,SRSF7,ANKLE1,NUP210,NUP155,NUP205,NDC1,DDX25"
"GO:BP","mRNA export from nucleus","GO:0006406","2.5507281862253586e-17","16.593335818737113","111","3754","67","17847","SMG5,DDX19B,NUP160,NUP98,RANBP2,TPR,SYMPK,UPF1,SMG1,POM121,RAE1,EIF4A3,CPSF1,SRSF4,SMG7,CPSF2,NUP188,SHFM1,MAGOHB,DDX39A,SEH1L,POLDIP3,AAAS,SARNP,CHTOP,EIF5A,UPF2,MAGOH,DDX39B,CASC3,CDC40,PABPN1,WDR33,YTHDC1,PCID2,SRSF2,NUP50,POLR2D,SRSF1,SRSF3,NUP85,NUP133,NUP62,HNRNPA2B1,EIF4E,NUP93,THOC1,NUP88,NUP153,THOC6,IWS1,NUP43,SRRM1,NUP54,RNPS1,UPF3B,NUP37,CPSF3,NUP35,THOC3,NUP107,SRSF7,NUP210,NUP155,NUP205,NDC1,DDX25"
"GO:BP","mRNA-containing ribonucleoprotein complex export from nucleus","GO:0071427","2.5507281862253586e-17","16.593335818737113","111","3754","67","17847","SMG5,DDX19B,NUP160,NUP98,RANBP2,TPR,SYMPK,UPF1,SMG1,POM121,RAE1,EIF4A3,CPSF1,SRSF4,SMG7,CPSF2,NUP188,SHFM1,MAGOHB,DDX39A,SEH1L,POLDIP3,AAAS,SARNP,CHTOP,EIF5A,UPF2,MAGOH,DDX39B,CASC3,CDC40,PABPN1,WDR33,YTHDC1,PCID2,SRSF2,NUP50,POLR2D,SRSF1,SRSF3,NUP85,NUP133,NUP62,HNRNPA2B1,EIF4E,NUP93,THOC1,NUP88,NUP153,THOC6,IWS1,NUP43,SRRM1,NUP54,RNPS1,UPF3B,NUP37,CPSF3,NUP35,THOC3,NUP107,SRSF7,NUP210,NUP155,NUP205,NDC1,DDX25"
"GO:BP","DNA geometric change","GO:0032392","3.370416313706068e-17","16.472316451776006","114","3754","68","17847","CHD5,DDB1,RAD54L2,SUPV3L1,MNAT1,POT1,CHTF8,SMARCAD1,RAD50,DDB2,RTEL1,TP53,CHD4,RPS27A,GTF2H2C,HFM1,CDC45,DHX36,CHD1,ZRANB3,SSBP1,CHD8,GINS4,TOP2A,HMGB1,XRCC6,RPA1,RAD51,ERCC6L,HNRNPA2B1,MCM4,PIF1,XRCC5,RFC3,CHD1L,WRN,MCM2,DQX1,GINS2,RUVBL1,MCM6,BRIP1,HELB,RUVBL2,MCM5,HMGA1,MCM7,MCM8,RECQL4,RAD54B,HMGB2,DSCC1,RFC2,GINS1,RFC5,POLQ,G3BP1,BLM,RAD54L,ERCC2,MRE11A,MCM3,CHTF18,HMGB3,PARP1,DNA2,DDX11,RFC4"
"GO:BP","cell cycle DNA replication","GO:0044786","3.973511570285331e-17","16.40082551804315","64","3754","47","17847","UPF1,SENP2,TIPIN,RFC1,RTEL1,DONSON,CDC45,E2F8,POLD3,PCNA,PRIM2,BRCA2,RPA1,RAD51,MCM4,FEN1,RFC3,RPA2,MCM2,DBF4,MCM6,POLE,MCM5,FBXO5,MCM7,POLE2,POLA2,ORC3,RFC2,GINS1,RFC5,E2F7,LIG1,DBF4B,CHEK2,POLA1,MCM3,GMNN,PRIM1,CDT1,RPA3,CDC7,DNA2,POLD1,ATAD5,RFC4,TERF1"
"GO:BP","protein export from nucleus","GO:0006611","3.973511570285331e-17","16.40082551804315","180","3754","92","17847","SDAD1,EMD,YWHAE,SMG5,DDX19B,NUP160,NUP98,HSPA9,RANBP2,TPR,SYMPK,UPF1,SMG1,POM121,RAE1,EIF4A3,CPSF1,SRSF4,SMG7,CPSF2,NUP188,LTV1,SHFM1,MAGOHB,DDX39A,SEH1L,ABCE1,RRS1,POLDIP3,RANGAP1,AAAS,TP53,SARNP,CHTOP,DUSP16,EIF5A,SFN,UPF2,MAGOH,DDX39B,CASC3,CDC40,PABPN1,WDR33,TCF7L2,YTHDC1,PCID2,XPO7,SRSF2,GTSE1,NUP50,POLR2D,SRSF1,SRSF3,CTDSPL2,NUP85,CSE1L,NUP133,NUP62,HNRNPA2B1,EIF4E,NUP93,THOC1,SSB,BARD1,NUP88,RAN,NUP153,THOC6,IWS1,NPM1,NUP43,XPO4,SRRM1,NUP54,CCHCR1,RNPS1,XPO5,UPF3B,NUP37,XPO1,CPSF3,NUP35,THOC3,NUP107,SRSF7,ANKLE1,NUP210,NUP155,NUP205,NDC1,DDX25"
"GO:BP","mitochondrial gene expression","GO:0140053","4.457189027353695e-17","16.350938947292367","166","3754","87","17847","MRPL23,FASTKD5,MTO1,NDUFA7,MRPL13,GFM1,MRPL15,MRPS18B,TSFM,MRPL34,MALSU1,CHCHD1,MRPS17,SHMT2,MRPS7,SUPV3L1,MRPS31,QRSL1,FASTKD2,MRPS5,MRPL30,MRPS18C,UQCC1,OXA1L,MRPL48,MRPS23,MRPS25,CHCHD10,MRPS15,MRPL47,DARS2,MRPL52,MRPL14,MRPL22,KIAA0391,MRPL21,ERAL1,TUFM,MRPL19,TRIT1,MPV17L2,MRPS12,TRMT10C,AURKAIP1,MRPS26,MRPL9,MRPS18A,MRPL50,LARS2,MRPL28,ELAC2,MRPL3,MRPL4,MRPL37,MRPS30,MRPL32,MRPL44,CDK5RAP1,PNPT1,MTIF2,MRPL39,PTCD3,NOA1,MRPL2,TARS2,YARS2,MRPL12,AARS,MRPL42,TBRG4,MRPS2,PUS1,RPUSD4,MRPL11,C1QBP,RPUSD3,MRPL16,MRPS34,MRPS27,POLRMT,PPARGC1B,TFAM,MRPL10,LRPPRC,EARS2,SARS2,MRPS9"
"GO:BP","telomere organization","GO:0032200","8.779109457564925e-17","16.056549536176007","176","3754","90","17847","PKIB,SMG5,EXOSC10,PARN,MAPK15,YLPM1,CCT2,UPF1,SMG1,HSP90AA1,USP7,POT1,TCP1,SMG7,MAP2K7,DCLRE1A,RAD50,MYC,CTC1,RFC1,RTEL1,PINX1,ACD,DHX36,TELO2,EXO1,XRCC1,HNRNPU,NHP2,PRKDC,NEK2,PRKCQ,HIST1H4J,POLD3,CCT6A,PCNA,PRIM2,CCT3,XRCC6,BRCA2,RPA1,RAD51,SMC6,MAPKAPK5,HNRNPA2B1,AURKB,H3F3A,TERT,CCNE1,FEN1,NAF1,CCT5,PIF1,WRAP53,XRCC5,RFC3,GNL3,WRN,NAT10,SLX1B,RPA2,CCT7,POLE,HNRNPD,HNRNPC,POLE2,POLA2,RECQL4,XRCC3,HNRNPA1,RFC2,CCT8,DKC1,RFC5,DOT1L,HSP90AB1,CCT4,PTGES3,BLM,MRE11A,RIF1,POLA1,DCP2,PRIM1,RPA3,PARP1,DNA2,POLD1,RFC4,TERF1"
"GO:BP","nuclear DNA replication","GO:0033260","1.878913144091597e-15","14.726093295425597","59","3754","43","17847","UPF1,TIPIN,RFC1,RTEL1,DONSON,CDC45,POLD3,PCNA,PRIM2,BRCA2,RPA1,RAD51,MCM4,FEN1,RFC3,RPA2,MCM2,DBF4,MCM6,POLE,MCM5,MCM7,POLE2,POLA2,ORC3,RFC2,GINS1,RFC5,LIG1,DBF4B,CHEK2,POLA1,MCM3,GMNN,PRIM1,CDT1,RPA3,CDC7,DNA2,POLD1,ATAD5,RFC4,TERF1"
"GO:BP","DNA duplex unwinding","GO:0032508","2.212613448210279e-15","14.655094452305361","105","3754","62","17847","CHD5,DDB1,RAD54L2,SUPV3L1,MNAT1,POT1,CHTF8,SMARCAD1,RAD50,DDB2,RTEL1,CHD4,RPS27A,GTF2H2C,HFM1,CDC45,DHX36,CHD1,ZRANB3,SSBP1,CHD8,GINS4,TOP2A,XRCC6,RPA1,RAD51,ERCC6L,MCM4,PIF1,XRCC5,RFC3,CHD1L,WRN,MCM2,DQX1,GINS2,RUVBL1,MCM6,BRIP1,HELB,RUVBL2,MCM5,HMGA1,MCM7,MCM8,RECQL4,RAD54B,DSCC1,RFC2,GINS1,RFC5,POLQ,G3BP1,BLM,ERCC2,MRE11A,MCM3,CHTF18,PARP1,DNA2,DDX11,RFC4"
"GO:BP","mitochondrial translation","GO:0032543","3.2575509159857536e-15","14.48710878747759","138","3754","74","17847","MRPL23,NDUFA7,MRPL13,GFM1,MRPL15,MRPS18B,TSFM,MRPL34,MALSU1,CHCHD1,MRPS17,SHMT2,MRPS7,MRPS31,QRSL1,FASTKD2,MRPS5,MRPL30,MRPS18C,UQCC1,OXA1L,MRPL48,MRPS23,MRPS25,MRPS15,MRPL47,DARS2,MRPL52,MRPL14,MRPL22,MRPL21,ERAL1,TUFM,MRPL19,MPV17L2,MRPS12,TRMT10C,AURKAIP1,MRPS26,MRPL9,MRPS18A,MRPL50,LARS2,MRPL28,MRPL3,MRPL4,MRPL37,MRPS30,MRPL32,MRPL44,CDK5RAP1,MTIF2,MRPL39,PTCD3,NOA1,MRPL2,TARS2,YARS2,MRPL12,AARS,MRPL42,MRPS2,RPUSD4,MRPL11,C1QBP,RPUSD3,MRPL16,MRPS34,MRPS27,MRPL10,LRPPRC,EARS2,SARS2,MRPS9"
"GO:BP","DNA biosynthetic process","GO:0071897","1.1230609042798521e-14","13.949596691044473","193","3754","92","17847","PKIB,RGN,TYMS,MEN1,SMG5,EXOSC10,PARN,RCHY1,MAPK15,NVL,CCT2,HSP90AA1,USP43,PPIA,POT1,TCP1,SMG7,CHTF8,MAP2K7,RAD50,MYC,CTC1,RFC1,TP53,PINX1,RPS27A,ACD,TELO2,DDX39B,HNRNPU,NHP2,NEK2,PRKCQ,POLG2,POLB,POLD3,CENPF,CCT6A,PCNA,CCT3,RPA1,DTL,MAPKAPK5,HNRNPA2B1,AURKB,PARM1,PHB,LIN9,TERT,DNAJC2,NAF1,CCT5,PIF1,WRAP53,XRCC5,RFC3,WRN,NAT10,RPA2,CCT7,POLE,USP10,HNRNPD,PRKD2,HNRNPC,POLE2,POLA2,HNRNPA1,DSCC1,RFC2,CCT8,DKC1,RFC5,FGFR4,HSP90AB1,POLQ,GRHL2,LIG1,CCT4,PTGES3,MRE11A,LIG3,POLA1,DCP2,CHTF18,MAD2L2,ARRB2,RPA3,POLD1,RFC4,SIRT1,TERF1"
"GO:BP","positive regulation of DNA metabolic process","GO:0051054","1.6985243795975105e-14","13.769928215147393","191","3754","91","17847","BAX,BABAM1,PKIB,PARN,MAPK15,NVL,CCT2,HSP90AA1,EYA2,USP7,POT1,H2AFX,TCP1,CHTF8,UBE2N,MAP2K7,RPS3,RAD50,MYC,RNF8,FOXM1,RTEL1,MMS19,OTUD4,ACD,DHX36,PRKCD,ANXA3,DDX39B,FANCB,PAXIP1,EYA3,XRCC1,USP9X,PRKDC,NEK2,PRKCQ,BRCA1,TFRC,CCT6A,PCNA,NPM2,HMGB1,CCT3,RAD51,FUS,MAPKAPK5,HNRNPA2B1,AURKB,PARM1,EXOSC3,UIMC1,NAF1,CCT5,WRAP53,XRCC5,RFC3,GNL3,WRN,SLX1B,CCT7,HNRNPD,PRKD2,PRKCG,RNF168,HNRNPA1,TRIM28,DSCC1,RFC2,CCT8,DKC1,RFC5,FGFR4,HSP90AB1,GRHL2,CD40,CCT4,PTGES3,TIMELESS,ERCC2,MRE11A,RIF1,MSH2,CHTF18,MAD2L2,ARRB2,PARP1,DDX11,ATAD5,RFC4,SIRT1"
"GO:BP","recombinational repair","GO:0000725","5.6009019312866696e-14","13.251742031522282","138","3754","72","17847","YY1,FIGN,GEN1,SWSAP1,ZSWIM7,FIGNL1,H2AFX,DMC1,UBE2N,SHFM1,RAD50,MCMDC2,RTEL1,MMS19,SAMHD1,CDC45,SFPQ,PALB2,FANCB,XRCC1,BRCA1,USP51,GINS4,RHNO1,BRCA2,RPA1,RAD51,FUS,RMI1,MEIOB,TEX15,MCM4,FAN1,XRCC2,NUCKS1,FEN1,WRAP53,TONSL,WRN,SLX1B,RPA2,MCM2,MMS22L,GINS2,PARPBP,MCM6,HELB,MCM5,MCM7,MCM8,RECQL4,RAD54B,XRCC3,KDM1A,POLQ,BLM,TIMELESS,RAD54L,MRE11A,LIG3,RIF1,MCM3,RNF138,RAD51AP1,RMI2,MAD2L2,RPA3,CHEK1,AUNIP,CDC7,PARP1,RFWD3"
"GO:BP","viral gene expression","GO:0019080","8.222246374109542e-14","13.085009514017216","195","3754","91","17847","TAF11,RPL22,RPL4,RPL9,RPLP2,POLR2A,RPL38,RPS13,RPL10A,HMGA2,RPL23,RPL11,RPL5,RPL21,REST,RPS10,NUP160,NUP98,RANBP2,POLR2E,RPL23A,RPS9,CCNT1,TPR,RPL14,RPS7,POM121,RPL35A,RAE1,RPS2,RPS5,RPL8,RPL18A,RPS16,RPS24,RPS25,RPL24,NUP188,EIF3D,SNW1,POLR2H,EIF3A,RPS3,RPL35,NELFB,SEH1L,CTDP1,DENR,EP300,RPS29,RPS26,AAAS,EIF3G,SP1,SMARCB1,RPS27A,CHD1,PTBP1,RPSA,TFAP4,EIF2AK4,POLR2I,NUP50,TARBP2,POLR2D,SMARCA4,NUP85,NUP133,NUP62,TARDBP,RPS21,NUP93,SSB,NUCKS1,NUP88,POU2F3,NUP153,NELFA,EIF3B,NUP43,NUP54,RRP1B,HDAC1,NUP37,NUP35,NUP107,NUP210,HPN,NUP155,NUP205,NDC1"
"GO:BP","double-strand break repair via homologous recombination","GO:0000724","1.3653297902170372e-13","12.8647624337718","137","3754","71","17847","YY1,FIGN,GEN1,SWSAP1,ZSWIM7,FIGNL1,H2AFX,DMC1,UBE2N,SHFM1,RAD50,MCMDC2,RTEL1,MMS19,SAMHD1,CDC45,SFPQ,PALB2,FANCB,XRCC1,BRCA1,USP51,GINS4,BRCA2,RPA1,RAD51,FUS,RMI1,MEIOB,TEX15,MCM4,FAN1,XRCC2,NUCKS1,FEN1,WRAP53,TONSL,WRN,SLX1B,RPA2,MCM2,MMS22L,GINS2,PARPBP,MCM6,HELB,MCM5,MCM7,MCM8,RECQL4,RAD54B,XRCC3,KDM1A,POLQ,BLM,TIMELESS,RAD54L,MRE11A,LIG3,RIF1,MCM3,RNF138,RAD51AP1,RMI2,MAD2L2,RPA3,CHEK1,AUNIP,CDC7,PARP1,RFWD3"
